province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Southern,Sinazongwe,Matambo HP,Matambo HP,8120225,Rural,Faith Based,Health Post,Yes,,27.25828162,-17.49848129
Southern,Sinazongwe,Meya HP,Meya HP,8120226,Rural,GRZ,Health Post,Yes,1344,27.27231016,-17.34082351
Southern,Sinazongwe,Muuka HP, Muuka Health Post,8120227,Rural,GRZ,Health Post,Yes,,27.18421879,-17.57317536
Southern,Sinazongwe,Muziyo HP, Muziyo Health Post,8120228,Rural,GRZ,Health Post,Yes,2855,27.28180845,-17.09254798
Southern,Sinazongwe,Mwela HP,Mwela HP,8120229,Rural,GRZ,Health Post,Yes,,27.27235492,-17.34083315
Southern,Sinazongwe,Nabukowa  HP,Nabukowa  HP,8120230,Rural,GRZ,Health Post,Yes,5499,27.50376326,-17.08016548
Southern,Sinazongwe,Namafulu HP,Namafulu HP,8120231,Rural,GRZ,Health Post,Yes,,27.33476548,-17.55031221
Southern,Sinazongwe,Siameja RHC, Siameja Rural Health Centre,8120200,Rural,GRZ,Rural Health Centre,Yes,8001,27.01639121,-17.70909978
Southern,Sinazongwe,Siampondo HP, Siampondo Health Post,8120232,Rural,GRZ,Health Post,Yes,,26.82156008,-17.84340809
Southern,Sinazongwe,Siansowa HP,Siansowa HP,8120233,Rural,GRZ,Health Post,Yes,,27.34984009,-17.4655112
Southern,Sinazongwe,Siansowa RHC, Siansowa Rural Health Centre,8120190,Rural,GRZ,Rural Health Centre,Yes,7102,27.3841157,-17.4531722
Southern,Sinazongwe,Siatwinda RHC, Siatwinda Rural Health Centre,8120180,Rural,GRZ,Rural Health Centre,Yes,10914,27.27321507,-17.45569264
Southern,Sinazongwe,Siawaza HP,Siawaza HP,8120234,Rural,GRZ,Health Post,Yes,,26.93991406,-17.72418243
Southern,Sinazongwe,Sikaneka RHC, Sikaneka Rural Health Centre,8120170,Rural,GRZ,Rural Health Centre,Yes,7661,27.33963747,-17.35513675
Southern,Sinazongwe,Sinakasikili HP,Sinakasikili HP,8120235,Rural,GRZ,Health Post,Yes,,27.33068014,-17.28375457
Southern,Sinazongwe,Sinamalima RHC, Sinamalima Rural Health Centre,8120130,Rural,GRZ,Rural Health Centre,Yes,12857,27.55133525,-17.06129899
Southern,Sinazongwe,Sinanjola HP,Sinanjola HP,8120236,Rural,GRZ,Health Post,Yes,,27.53200466,-17.09358415
Southern,Sinazongwe,Sinankumbi HP,Sinankumbi HP,8120237,Rural,GRZ,Health Post,Yes,,27.15642063,-17.40468934
Southern,Sinazongwe,Sinazeze RHC, Sinazeze Rural Health Centre,8120140,Rural,GRZ,Rural Health Centre,Yes,13391,27.40573933,-17.14670559
Southern,Sinazongwe,Sinazongwe RHC, Sinazongwe Rural Health Centre,8120150,Rural,GRZ,Rural Health Centre,Yes,13634,27.46392332,-17.26407059
Southern,Sinazongwe,Sulwegonde RHC, Sulwegonde Rural Health Centre,8120220,Rural,GRZ,Rural Health Centre,Yes,4334,27.12111144,-17.48622217
Southern,Zimba,Chalimongela RHC,Chalimongela RHC,8040590,Rural,GRZ,Health Post,Yes,,26.70778213,-17.71371347
Southern,Zimba,Chidi RHC,Chidi RHC,8040601,Rural,GRZ,Rural Health Centre,Yes,,26.64396222,-17.38976478
Southern,Zimba,Kanyanga HP,Kanyanga HP,8040600,Rural,GRZ,Health Post,Yes,,26.45349788,-17.60645789
Southern,Zimba,Luyaba RHC, Luyaba Rural Health Centre,8040290,Rural,GRZ,Rural Health Centre,Yes,6991,26.64390204,-17.38977509
Southern,Zimba,Mapatizya RHC, Mapatizya Rural Health Centre,8040160,Rural,GRZ,Rural Health Centre,Yes,13980,26.86411866,-17.6935431
Southern,Zimba,Muzya RHC, Muzya Rural Health Centre,8040400,Rural,GRZ,Rural Health Centre,Yes,6991,26.27506155,-17.42172649
Southern,Zimba,Nakowa RHC, Nakowa Rural Health Centre,8040350,Rural,GRZ,Rural Health Centre,Yes,6991,26.19292973,-17.31589156
Southern,Zimba,Siamafumba RHC, Siamafumba Rural Health Centre,8040150,Rural,GRZ,Rural Health Centre,Yes,13980,26.60263988,-17.51251131
Southern,Zimba,Simalundu RHC, Simalundu Rural Health Centre,8040170,Rural,GRZ,Rural Health Centre,Yes,10485,26.55187031,-17.65951098
Southern,Zimba,Simwatachela RHC, Simwatachela Rural Health Centre,8040120,Rural,GRZ,Rural Health Centre,Yes,14000,26.76019735,-17.53003684
Southern,Zimba,Zimba HAHC, Zimba Hospital Affiliated Health Centre,8040010,Rural,GRZ,Rural Health Centre,Yes,13980,26.20393022,-17.31779214
Southern,Zimba,Zimba Mission Hospital, Zimba Mission Hospital,8040310,Rural,Faith Based,Level 1 Hospital District,Yes,87379,26.20399892,-17.31763461
Western,Kalabo,Buleya HP, Buleya Health Post,901039,Rural,GRZ,Health Post,Yes,1799,22.70345333,-15.1079085
Western,Kalabo,Kalabo District Hospital, Kalabo District Hospital,901001,Urban,GRZ,Level 1 Hospital District,Yes,,22.68077004,-14.99331544
Western,Kalabo,Kuuli RHC, Kuuli Rural Health Centre,901011,Rural,GRZ,Rural Health Centre,Yes,4632,22.85644943,-14.65555396
Western,Kalabo,Libonda RHC, Libonda Rural Health Centre,901012,Rural,GRZ,Rural Health Centre,Yes,7015,22.94870842,-14.9918006
Western,Kalabo,Liumba RHC, Liumba Rural Health Centre,901013,Rural,GRZ,Rural Health Centre,Yes,6225,22.46244836,-14.99609536
Western,Kalabo,Liyoyelo RHC, Liyoyelo Rural Health Centre,901024,Urban,GRZ,Urban Health Centre,Yes,9957,22.68070838,-14.99332042
Western,Kalabo,Lukena RHC, Lukena Rural Health Centre,901015,Rural,GRZ,Rural Health Centre,Yes,3240,22.10595034,-14.27668256
Western,Kalabo,Lukoko HP, Lukoko Health Post,901007,Rural,GRZ,Health Post,Yes,715,22.39177726,-14.65510295
Western,Kalabo,Lukona RHC, Lukona Rural Health Centre,901016,Rural,GRZ,Rural Health Centre,Yes,7475,22.74247476,-15.34516067
Western,Kalabo,Lumei HP, Lumei Health Post,901004,Rural,GRZ,Health Post,Yes,2027,22.56566622,-14.8355602
Western,Kalabo,Luoke East HP,Luoke East HP,901043,Rural,GRZ,Health Post,Yes,,22.5114012,-14.77890782
Western,Kalabo,Luola HP, Luola Health Post,901030,Rural,GRZ,Health Post,Yes,1945,22.27855835,-14.54194624
Western,Kalabo,Lutwi HP, Lutwi Health Post,901031,Rural,GRZ,Health Post,Yes,,22.54506349,-15.35946441
Western,Kalabo,Mapungu RHC, Mapungu Rural Health Centre,901023,Rural,GRZ,Rural Health Centre,Yes,3905,22.78033359,-15.08388557
Western,Kalabo,Mishulundu HP, Mishulundu Health Post,901006,Rural,GRZ,Health Post,Yes,2214,22.80964723,-14.7767392
Western,Kalabo,Mitwi HP, Mitwi Health Post,901008,Rural,GRZ,Health Post,Yes,,22.67001339,-15.5339767
Western,Kalabo,Muchicha HP, Muchicha Health Post,901009,Rural,GRZ,Health Post,Yes,1268,22.75707587,-14.45746313
Western,Kalabo,Mulinga HP, Mulinga Health Post,901040,Rural,GRZ,Health Post,Yes,1793,22.77567891,-14.91602731
Western,Kalabo,Mushukula HP,Mushukula HP,901045,Rural,GRZ,Health Post,Yes,,22.15097508,-14.37631963
Western,Kalabo,Mutaa HP, Mutaa Health Post,901033,Rural,GRZ,Health Post,Yes,,22.76034052,-14.44888262
Western,Kalabo,Namatindi RHC, Namatindi Rural Health Centre,901021,Rural,GRZ,Rural Health Centre,Yes,,22.75079838,-15.21169303
Western,Kalabo,Namundale HP, Namundale Health Post,901005,Rural,GRZ,Health Post,Yes,3820,22.91307248,-15.50481478
Western,Kalabo,Namweti HP,Namweti HP,901046,Rural,GRZ,Health Post,Yes,,22.81407513,-14.95324712
Western,Kalabo,Ndoka HP, Ndoka Health Post,901003,Rural,GRZ,Health Post,Yes,3800,22.74350872,-15.34196949
Western,Kalabo,Numa HP, N'uma Health Post,901028,Rural,GRZ,Health Post,Yes,7902,22.83036807,-15.40170859
Western,Kalabo,Salunda HP, Salunda Health Post,901038,Rural,GRZ,Health Post,Yes,1198,22.64392405,-14.92209636
Western,Kalabo,Sihole RHC, Sihole Rural Health Centre,901019,Rural,GRZ,Rural Health Centre,Yes,6000,22.57652391,-15.67770711
Western,Kalabo,Siluwe HP, Siluwe Health Post,901034,Rural,GRZ,Health Post,Yes,2376,22.05826786,-14.35321307
Western,Kalabo,Sishekanu HP, Sishekanu Health Post,901035,Rural,GRZ,Rural Health Centre,Yes,2600,22.8076445,-14.84083575
Western,Kalabo,Tapo RHC, Tapo Rural Health Centre,901022,Rural,GRZ,Rural Health Centre,Yes,6575,22.85572911,-15.15390704
Western,Kalabo,Wenela RHC, Wenela Rural Health Centre,901037,Urban,GRZ,Urban Health Centre,Yes,7014,22.69506036,-15.00740341
Western,Kalabo,Yuka Mch/Opd RHC, Yuka MCH/OPD Rural Health Centre,901025,Rural,Private,Level 1 Hospital District,Yes,8428,22.61247636,-14.98483456
Western,Kalabo,Yuka Mission Hospital, Yuka Mission Hospital,901002,Rural,Private,Level 1 Hospital District,Yes,36400,22.61312408,-14.984617
Western,Kaoma,Chitwa RHC, Chitwa Rural Health Centre,902010,Rural,GRZ,Rural Health Centre,Yes,5995,24.92910036,-14.53472278
Western,Kaoma,Kaaba RHC, Kaaba Rural Health Centre,902011,Rural,GRZ,Rural Health Centre,Yes,3052,23.70154063,-14.82389555
Western,Kaoma,Kabilamwandi RHC, Kabilamwandi Rural Health Centre,902038,Rural,GRZ,Rural Health Centre,Yes,4496,23.97719882,-14.58969436
Western,Kaoma,Kafwasonyi HP,Kafwasonyi HP,902051,Rural,GRZ,Health Post,Yes,,23.88506961,-14.51014978
Western,Kaoma,Kalwalo HP, Kalwalo Health Post,902072,Rural,GRZ,Health Post,Yes,2541,23.90203679,-14.74661354
Western,Kaoma,Kaoma District Hospital, Kaoma District Hospital,902001,Peri-Urban,GRZ,Level 1 Hospital District,Yes,13000,24.7984005,-14.80467773
Western,Kaoma,Kasabi RHC, Kasabi Rural Health Centre,902013,Rural,GRZ,Rural Health Centre,Yes,3337,23.76478664,-14.86148088
Western,Kaoma,Kasimba RHC, Kasimba Rural Health Centre,902014,Rural,GRZ,Rural Health Centre,Yes,6909,24.96611272,-14.24401162
Western,Kaoma,Katoya HP, Katoya Health Post,902045,Rural,GRZ,Health Post,Yes,2600,25.01893086,-14.63965119
Western,Kaoma,Longe HP, Longe Health Post,902039,Rural,GRZ,Health Post,Yes,6699,24.88563785,-14.82871075
Western,Kaoma,Lunyati RHC, Lunyati Rural Health Centre,902071,Rural,GRZ,Rural Health Centre,Yes,5835,24.9036092,-14.24684622
Western,Kaoma,Mangango HAHC, Mangango Hospital Affiliated Health Centre,902097,Rural,Faith Based,Level 1 Hospital District,Yes,63893,24.51154327,-14.65757011
Western,Kaoma,Mangango Mission Hospital, Mangango Mission Hospital,902003,Rural,Faith Based,Level 1 Hospital District,Yes,63097,24.511529,-14.65730244
Western,Kaoma,Mangango Zns RHC, Mangango ZNS Rural Health Centre,902015,Rural,Military,Rural Health Centre,Yes,4320,24.46394529,-14.64588142
Western,Kaoma,Mayukwayukwa 2 RHC, Mayukwayukwa 2 Rural Health Centre,902016,Rural,GRZ,Rural Health Centre,Yes,8170,24.18480833,-14.55199667
Western,Kaoma,Mayukwayukwa RHC, Mayukwayukwa Rural Health Centre,902009,Rural,GRZ,Rural Health Centre,Yes,7013,24.20900833,-14.53839333
Western,Kaoma,Mukwela HP,Mukwela HP,902073,Rural,GRZ,Health Post,Yes,150,24.79717728,-14.79347873
Western,Kaoma,Mulalila HP,Mulalila HP,902049,Rural,GRZ,Health Post,Yes,2500,24.98445646,-14.47913614
Western,Kaoma,Mulamba UHC,Mulamba UHC,902099,Peri-Urban,GRZ,Urban Health Centre,Yes,12924,24.79967516,-14.79057069
Western,Kaoma,Mushwala  HP, Mushwala Health Post,902050,Rural,GRZ,Health Post,Yes,1080,24.22370424,-14.75102657
Western,Kaoma,Mutondo RHC, Mutondo Rural Health Centre,902037,Rural,GRZ,Rural Health Centre,Yes,2707,24.61022509,-14.71912027
Western,Kaoma,Mwanambuyu RHC, Mwanambuyu Rural Health Centre,902025,Rural,GRZ,Rural Health Centre,Yes,4725,24.02054429,-14.9203061
Western,Kaoma,Nalulembwe HP, Nalulembwe Health Post,902046,Rural,GRZ,Health Post,Yes,2970,24.08159149,-14.79743581
Western,Kaoma,Namaloba HP, Namaloba Health Post,902027,Rural,GRZ,Health Post,Yes,2038,24.80909635,-14.70845653
Western,Kaoma,Shibanga HP, Shibanga Health Post,902035,Rural,GRZ,Health Post,Yes,4461,24.18754667,-14.551925
Western,Kaoma,Winda RHC, Winda Rural Health Centre,902026,Rural,GRZ,Rural Health Centre,Yes,4132,23.74686028,-14.55836787
Western,Limulunga,Ikabako HP, Ikabako Health Post,904042,Rural,GRZ,Health Post,Yes,1277,23.3239446,-15.12163372
Western,Limulunga,Ikwichi RHC, Ikwichi Rural Health Centre,904075,Rural,GRZ,Urban Health Centre,Yes,4298,23.16254125,-15.1106844
Western,Limulunga,Iloke RHC, Iloke Rural Health Centre,904011,Rural,GRZ,Rural Health Centre,Yes,2476,23.63210833,-14.696215
Western,Limulunga,Kaongeta HP,Kaongeta HP,904076,Rural,GRZ,Health Post,Yes,,23.62697803,-15.14710391
Western,Limulunga,Kasheke HP, Kasheke Health Post (Limu),904077,Rural,GRZ,Health Post,Yes,1962,23.56086274,-15.00942305
Western,Limulunga,Limalunga District Hospital,Limalunga District Hospital,904078,Rural,GRZ,Level 1 Hospital District,Yes,,23.35312544,-14.94451133
Western,Limulunga,Limulunga Stage Ii RHC, Limulunga Stage II Rural Health Centre,904079,Rural,GRZ,Urban Health Centre,Yes,,23.14583788,-15.1346123
Western,Limulunga,Malala HP,Malala HP,904080,Rural,GRZ,Health Post,Yes,,23.67225049,-15.09600997
Western,Limulunga,Miulwe HP, Miulwe Health Post,904081,Rural,GRZ,Health Post,Yes,2189,23.43807778,-15.15696065
Western,Limulunga,Namitome RHC, Namitome Rural Health Centre,904082,Rural,GRZ,Urban Health Centre,Yes,1600,23.22242425,-15.13904143
Western,Limulunga,Nang'Oko HP, Nang'oko Health Post,904083,Rural,GRZ,Health Post,Yes,1387,23.14919097,-15.12581805
Western,Limulunga,Nangula RHC, Nangula Rural Health Centre,904027,Rural,GRZ,Rural Health Centre,Yes,,23.42447129,-15.03420722
Western,Limulunga,Ndanda RHC, Ndanda Rural Health Centre,904028,Rural,GRZ,Rural Health Centre,Yes,3435,23.766175,-14.953765
Western,Limulunga,Salondo HP, Salondo Health Post,908000,Rural,GRZ,Health Post,Yes,2000,22.96429501,-15.1009189
Western,Limulunga,Simaa HP, Simaa Health Post,904055,Rural,GRZ,Health Post,Yes,2015,23.62169,-14.85350333
Western,Limulunga,Sitoya RHC, Sitoya Rural Health Centre,904031,Rural,GRZ,Rural Health Centre,Yes,2478,23.47977167,-14.77300167
Western,Limulunga,Ushaa RHC, Ushaa Rural Health Centre,904033,Rural,GRZ,Rural Health Centre,Yes,3357,23.28568675,-14.95604885
Western,Luampa,Afumba RHC, Afumba Rural Health Centre,902070,Rural,GRZ,Rural Health Centre,Yes,1582,24.938385,-15.65368667
Western,Luampa,Inkunikila HP, Inkunikila Health Post,902044,Rural,GRZ,Health Post,Yes,1362,25.05480333,-15.76431833
Western,Luampa,Katunda RHC, Katunda Rural Health Centre,902033,Rural,GRZ,Rural Health Centre,Yes,6990,24.68051353,-14.83258172
Western,Luampa,Luampa HAHC, Luampa Hospital Affiliated Health Centre,902088,Rural,Faith Based,Rural Health Centre,Yes,4700,24.44320947,-15.05698481
Western,Luampa,Luampa Mission Hospital, Luampa Mission Hospital,902002,Rural,Faith Based,Rural Health Centre,Yes,47000,24.44333746,-15.05704843
Western,Luampa,Lububa HP, Lububa Health Post,902098,Rural,GRZ,Health Post,Yes,5300,24.05276741,-15.03958017
Western,Luampa,Lui RHC, Lui Rural Health Centre,902031,Rural,GRZ,Health Post,Yes,5000,24.15114702,-15.02251113
Western,Luampa,Mbale RHC, Mbale Health Post,9027145,Rural,GRZ,Rural Health Centre,Yes,8005,24.36042317,-14.72015917
Western,Luampa,Mbanyutu RHC, Mbanyutu Rural Health Centre,902017,Rural,GRZ,Rural Health Centre,Yes,4259,24.34481808,-14.95390782
Western,Luampa,Mulwa HP, Mulwa Health Post,902043,Rural,GRZ,Health Post,Yes,6328,24.18029583,-15.17111473
Western,Luampa,Mwandasengo HP HP, Mwandansengo Health Post,902048,Rural,GRZ,Health Post,Yes,3080,24.47109225,-14.92111871
Western,Luampa,Nakayembe RHC, Nakayembe Rural Health Centre,902030,Rural,GRZ,Urban Health Centre,Yes,4500,24.25715465,-15.29748765
Western,Luampa,Namando HP, Namando Health Post,902042,Rural,GRZ,Health Post,Yes,2447,24.638195,-15.20178167
Western,Luampa,Nkenga RHC, Nkenga Rural Health Centre,902018,Rural,GRZ,Rural Health Centre,Yes,5396,24.26306412,-14.88644517
Western,Luampa,Nyambi 1 RHC, Nyambi 1 Rural Health Centre,902020,Rural,GRZ,Rural Health Centre,Yes,3000,24.73351833,-15.42248167
Western,Luampa,Nyambi 2 RHC, Nyambi 2 Rural Health Centre,902021,Rural,GRZ,Rural Health Centre,Yes,1152,24.72815333,-15.53997167
Western,Lukulu,Dongwe RHC, Dongwe Rural Health Centre,903010,Rural,GRZ,Rural Health Centre,Yes,2193,24.01970942,-14.00952307
Western,Lukulu,Kamilende RHC, Kamilende Rural Health Centre,903011,Rural,GRZ,Rural Health Centre,Yes,3080,23.54426351,-14.12458576
Western,Lukulu,Kasheke HP, Kasheke Health Post (Lukulu),903028,Rural,GRZ,Rural Health Centre,Yes,,23.28701377,-14.2271997
Western,Lukulu,Kawaya HP, Kawaya Health Post,903029,Rural,GRZ,Health Post,Yes,6637,23.23626409,-14.48066424
Western,Lukulu,Likapai HP, Likapai Health Post,90050005,Rural,GRZ,Health Post,Yes,2714,23.23763045,-14.37610648
Western,Lukulu,Lishuwa RHC, Lishuwa Rural Health Centre,903012,Rural,GRZ,Rural Health Centre,Yes,9669,23.50024121,-14.39591721
Western,Lukulu,Lualaba HP,Lualaba HP,903035,Rural,GRZ,Health Post,Yes,,23.56031754,-14.58122717
Western,Lukulu,Luanchuma HP, Luanchuma Health Post,903030,Rural,GRZ,Health Post,Yes,3826,23.2922883,-14.34368444
Western,Lukulu,Lubosi HP, Lubosi Health Post,903027,Rural,GRZ,Health Post,Yes,1116,23.25485316,-14.39966444
Western,Lukulu,Lubosi UHC, Lubosi Urban Health Centre,903036,Peri-Urban,GRZ,Urban Health Centre,Yes,5454,23.23764288,-14.37657045
Western,Lukulu,Lukau HP, Lukau Health Post,903032,Rural,GRZ,Health Post,Yes,2200,23.34018781,-14.56540044
Western,Lukulu,Lukulu District Hospital, Lukulu District Hospital,903001,Peri-Urban,GRZ,Level 1 Hospital District,Yes,12000,23.25933643,-14.41279415
Western,Lukulu,Luvuzi RHC, Luvuzi Rural Health Centre,903022,Rural,GRZ,Rural Health Centre,Yes,4894,23.81873827,-14.39410478
Western,Lukulu,Mayankwa RHC, Mayankwa Rural Health Centre,903013,Rural,GRZ,Rural Health Centre,Yes,2014,23.86169743,-14.43475087
Western,Lukulu,Mbanga RHC, Mbanga Rural Health Centre,903014,Rural,GRZ,Rural Health Centre,Yes,7113,23.19782667,-14.70915
Western,Lukulu,Mulongo HP, Mulongo Health Post,903037,Rural,Private,Health Post,Yes,755,23.23624521,-14.40673537
Western,Lukulu,Namayula HP, Namayula Health Post,903024,Rural,GRZ,Health Post,Yes,4796,23.23384345,-14.34460881
Western,Lukulu,Ngimbu RHC, Ngimbu Rural Health Centre,903016,Rural,GRZ,Rural Health Centre,Yes,,23.326555,-14.39274167
Western,Lukulu,Nguluwana HP, Ngulwana Health Post,90050018,Rural,GRZ,Health Post,Yes,2133,23.1260047,-14.60097827
Western,Lukulu,SanctaMariaCTCClinic RHC, Sancta Maria CTC Clinic,90050019,Rural,Faith Based,Rural Health Centre,Yes,,23.23713139,-14.37885578
Western,Lukulu,Simakumba RHC, Simakumba Rural Health Centre,903018,Rural,GRZ,Rural Health Centre,Yes,5389,23.28654631,-14.22758992
Western,Lukulu,Sitaka HP, Sitaka Health Post,903031,Rural,GRZ,Rural Health Centre,Yes,2864,23.96107499,-14.3842873
Western,Lukulu,Tumbama HP,Tumbama HP,903038,Rural,GRZ,Rural Health Centre,Yes,920,24.41491525,-13.97385541
Western,Lukulu,Watopa RHC, Watopa Rural Health Centre,903020,Rural,GRZ,Rural Health Centre,Yes,2814,23.62803169,-14.0396032
Western,Lukulu,WestFive RHC, West Five Rural Health Centre,90050023,Rural,GRZ,Rural Health Centre,Yes,1087,24.4604994,-13.9631989
Western,Mongu,Burton  Millitary UHC, Burton Millitary Urban Health Center,904054,Rural,Military,Urban Health Centre,Yes,6775,23.14949499,-15.26702408
Western,Mongu,Ilute HP, Ilute Health Post,904041,Urban,GRZ,Health Post,Yes,17000,23.16329289,-15.27610592
Western,Mongu,Imwiko HP, Imwiko Health Post,904048,Urban,GRZ,Urban Health Centre,Yes,12528,23.15101351,-15.27217992
Western,Mongu,Kaande HP, Kaande Health Post,904043,Rural,GRZ,Health Post,Yes,1179,23.2471191,-15.24362258
Western,Mongu,Kalundwana RHC, Kalundwana Rural Health Centre,904012,Rural,GRZ,Health Post,Yes,2124,23.40336324,-15.24391106
Western,Mongu,Kama RHC, Kama Rural Health Centre,904013,Rural,GRZ,Rural Health Centre,Yes,4953,22.93244566,-15.34424746
Western,Mongu,Kashembe HP,Kashembe HP,904063,Rural,GRZ,Health Post,Yes,,23.17080293,-15.32886161
Western,Mongu,Lealui RHC, Lealui Rural Health Centre,904014,Rural,GRZ,Rural Health Centre,Yes,6303,23.0243472,-15.23278538
Western,Mongu,Lewanika Referral Hospital, Lewanika Referral Hospital,904060,Urban,GRZ,Level 2 Hospital Provincial,Yes,,23.13821627,-15.26525044
Western,Mongu,Lewanika Urban Clinic, Lewanika Urban Clinic,904037,Urban,GRZ,Urban Health Centre,Yes,9840,23.13723505,-15.26511262
Western,Mongu,Litawa RHC, Litawa Rural Health Centre,904070,Rural,GRZ,Rural Health Centre,Yes,5319,23.59253167,-15.66308833
Western,Mongu,Liyoyelo UHC , Liyoyelo Urban Health Centre (Mongu),904017,Urban,GRZ,Urban Health Centre,Yes,8356,23.14435427,-15.24105581
Western,Mongu,Looma HP, Looma Health Post,904049,Rural,GRZ,Health Post,Yes,1298,23.70584769,-15.17471699
Western,Mongu,Luandui RHC, Luandui Rural Health Centre,904016,Rural,GRZ,Rural Health Centre,Yes,,23.54128302,-15.44827445
Western,Mongu,Lukalanya RHC, Lukalanya Rural Health Centre,904018,Rural,GRZ,Rural Health Centre,Yes,3727,23.71706217,-15.27474982
Western,Mongu,Lukweta RHC, Lukweta Rural Health Centre,904019,Rural,GRZ,Rural Health Centre,Yes,3026,23.82914127,-15.57995704
Western,Mongu,Lulambo HP, Lulambo Health Post,904065,Rural,GRZ,Health Post,Yes,2160,22.95870767,-15.47703674
Western,Mongu,Lwatembo HP, Lwatembo Health Post,904066,Rural,GRZ,Health Post,Yes,2600,23.80636278,-15.2600184
Western,Mongu,Lyande HP,Lyande HP,904062,Rural,GRZ,Health Post,Yes,,23.66477833,-15.74517833
Western,Mongu,Mabumbu RHC, Mabumbu Rural Health Centre,904020,Rural,GRZ,Rural Health Centre,Yes,3489,23.15363087,-15.17614408
Western,Mongu,Mawawa RHC, Mawawa Rural Health Centre,904021,Rural,GRZ,Rural Health Centre,Yes,2801,23.24003915,-15.17962788
